,tout,s,i,ext,hvac,storage,t1,t2,t3,t4,t5,t6,hsp0,m,rh,tdis,twater,mwa
0,24.975,0.0,4203.26537585,16313.9409087,-635331.518636,-23479.318246,23.8269976694,23.5363542539,23.2722107505,23.7034096521,23.2326156398,24.8184053852,23.0,67.9592225442,0.0,14.6989340487,82.2222222222,0.0
1,24.95,0.0,4149.681776,20934.425467,-740591.274217,-41702.6139876,23.5200335958,23.0209537186,23.0067697648,23.2011044806,23.0062164281,24.7369197511,23.0,75.3431688209,0.0,13.9210995784,82.2222222222,0.0
2,24.925,0.0,4149.681776,26778.6637508,-789623.616882,-48529.7381926,23.1632257409,23.0112750032,23.0102289041,23.0116643951,23.0100660438,24.6526066989,23.01,75.3431688209,0.0,12.9268646943,82.2222222222,0.0
3,24.9,0.0,4149.681776,29686.4337397,-288151.315406,-20563.8804442,23.0121029431,23.0098953021,23.0099146858,23.0099291841,23.0099137861,24.5821521819,23.01,36.5903367741,0.0,15.3196093377,82.2222222222,0.0
4,24.875,0.0,4149.681776,29531.3487258,-239282.190007,1060.99432379,23.0199006257,23.0197155335,23.0197369688,23.019659543,23.019684353,24.531690972,23.02,30.9584828449,0.0,15.4697216207,82.2222222222,0.0
5,24.85,0.0,4149.681776,29359.5508111,-415784.174967,12.2211747602,23.0199904471,23.0199325628,23.0199597126,23.0199111234,23.0199653794,24.4700904335,23.02,56.8230388087,0.0,15.8722016577,82.2222222222,0.0
6,24.825,0.0,4149.681776,29174.9916253,-305302.657425,1339.02076355,23.0298324503,23.0297089951,23.0297243557,23.0297065317,23.0296668056,24.4230235274,23.03,38.7971218336,0.0,15.3427721313,82.2222222222,0.0
7,24.8,0.0,4149.681776,29048.9625288,-347173.894136,21.3929256196,23.0299896968,23.0299321873,23.0299559534,23.029914144,23.0299594678,24.3814482152,23.03,46.2151749021,0.0,15.6917325293,82.2222222222,0.0
8,24.775,0.0,4149.681776,28937.7133978,-326667.429745,-0.475645065283,23.0299862005,23.0299311278,23.0299527222,23.0299148263,23.0299559918,24.3483388683,23.03,42.4935571816,0.0,15.5204088377,82.2222222222,0.0
9,24.75,0.0,4149.681776,28665.0497747,-303487.825806,1340.74484278,23.0398422054,23.0397256414,23.0397378367,23.0397248454,23.0396825101,24.3251186357,23.04,39.4883326025,0.0,15.5321346979,82.2222222222,0.0
10,24.725,0.0,4149.681776,28530.172561,-342070.654826,20.1588094584,23.0399904007,23.0399353536,23.0399552465,23.0399199473,23.0399574618,24.3021429382,23.04,45.3107389418,0.0,15.6651722158,82.2222222222,0.0
11,24.7,0.0,4149.681776,28268.6706413,-295370.73996,1340.56584267,23.0498460865,23.0497319764,23.0497418104,23.0497328354,23.0496852212,24.2872699952,23.05,38.050409484,0.0,15.4667491703,82.2222222222,0.0
12,24.675,0.0,4149.681776,28134.9240398,-338050.746275,19.9895755602,23.0499930526,23.0499403332,23.0499580611,23.0499262658,23.0499601622,24.2713900729,23.05,44.8087124963,0.0,15.6801325119,82.2222222222,0.0
13,24.65,0.0,4149.681776,27899.2924911,-291676.882994,1340.50893287,23.0598493145,23.0597380504,23.0597460639,23.0597400368,23.0596892082,24.2624282959,23.06,37.522189541,0.0,15.4661194991,82.2222222222,0.0
14,24.625,0.0,4149.681776,27794.2207976,-334648.477341,19.7381442901,23.0599944466,23.0599434699,23.0599592716,23.0599306622,23.059960985,24.2516404101,23.06,44.3002626161,0.0,15.6805289516,82.2222222222,0.0
15,24.6,0.0,4149.681776,27566.5554947,-288345.715316,1340.57692344,23.0698522014,23.0697436138,23.0697500407,23.0697466091,23.0696929337,24.2468526016,23.07,37.0471507295,0.0,15.4665502033,82.2222222222,0.0
16,24.575,0.0,4149.681776,27462.9146728,-331341.470877,19.5078911405,23.069995655,23.0699463021,23.0699604003,23.0699346293,23.0699617703,24.2396657941,23.07,43.8018266722,0.0,15.6802767313,82.2222222222,0.0
17,24.55,0.0,4149.681776,27390.5253465,-311168.559504,-0.439353462323,23.069992424,23.0699452768,23.0699580805,23.0699347054,23.0699594573,24.2341593918,23.07,40.2803504351,0.0,15.523450016,82.2222222222,0.0
18,24.525,0.0,4149.681776,27156.161,-288399.977636,1341.10287859,23.0798553688,23.0797508517,23.0797554736,23.079754818,23.0796989899,24.2332663909,23.08,37.3306721437,0.0,15.5328292849,82.2222222222,0.0
19,24.5,0.0,4149.681776,27065.2973893,-327445.64737,19.1395570941,23.0799961326,23.0799486011,23.0799604869,23.0799384721,23.0799611292,24.2293792409,23.08,43.1420464167,0.0,15.6654350695,82.2222222222,0.0
20,24.475,0.0,4149.681776,26855.4170938,-281220.877817,1340.84073671,23.08985814,23.0897554588,23.0901114121,23.0897605138,23.0897011164,24.2301596307,23.09,36.0539775842,0.0,15.4700850659,82.2222222222,0.0
