,tout,s,i,ext,hvac,storage,t1,t2,t3,t4,t5,t6,hsp0,m,rh,tdis,twater,mwa
0,24.975,0.0,521.045354959,6030.92163865,-22648.9051293,-8783.31108358,23.4851465737,23.2599470033,23.1982507658,23.7834158069,24.8012574105,23.7904809836,23.0,2.29132736801,0.0,13.8324692269,82.2222222222,0.0
1,24.95,0.0,521.045354959,7573.64620924,-12533.2271242,-8005.2921259,23.0166357126,23.0057657597,23.0061618761,23.4160122549,24.720181577,23.4746959498,23.0,1.2308451145,0.0,13.0700089085,82.2222222222,0.0
2,24.925,0.0,521.045354959,7754.14746974,-2091.90930157,-103.254130137,23.0105925231,23.0099681831,23.0089951404,23.0231536227,24.6265810466,23.1592497102,23.01,0.489056582979,3080.50891412,18.8314833279,82.2222222222,0.0177562264151
3,24.9,0.0,521.045354959,7679.60291735,-10801.2402575,-10.4702747014,23.009979701,23.0099684426,23.0100094465,23.0103635053,24.5551196103,23.0115805225,23.01,1.35313762188,0.0,15.210550532,82.2222222222,0.0
4,24.875,0.0,521.045354959,7637.19531731,-7910.13118151,165.794265071,23.0196842316,23.0197512884,23.019491299,23.0197105706,24.4568714884,23.0199391344,23.02,1.11217383152,0.0,16.0703529534,82.2222222222,0.0
5,24.85,0.0,521.045354959,7617.53938193,-8360.72367581,4.31905937058,23.0199370501,23.0199519292,23.0199931332,23.0199653919,24.3718594011,23.0199991964,23.02,1.06603636009,0.0,15.3568659153,82.2222222222,0.0
6,24.825,0.0,521.045354959,7575.84265069,-7773.79188459,166.525311722,23.0296853411,23.0297517589,23.0294610228,23.0297768233,24.3124989178,23.0298927565,23.03,1.01083715451,0.0,15.5155022374,82.2222222222,0.0
7,24.8,0.0,521.045354959,7547.39242379,-8284.09111009,4.95061679232,23.029975157,23.0299820816,23.0300399209,23.0299967359,24.2647783856,23.0299988456,23.03,1.0989182684,0.0,15.6643683629,82.2222222222,0.0
8,24.775,0.0,521.045354959,7523.2559758,-8025.92891967,-0.00801730149265,23.0299746877,23.0299800764,23.0300439522,23.0299942601,24.2282268187,23.0299827358,23.03,1.04527645664,0.0,15.5276927569,82.2222222222,0.0
9,24.75,0.0,521.045354959,7470.97742733,-7716.74383812,165.957048719,23.0396910044,23.0397555071,23.0394397086,23.0397798582,24.2025837655,23.0398933077,23.04,1.00523680681,0.0,15.5391119001,82.2222222222,0.0
10,24.725,0.0,521.045354959,7441.10403518,-8176.95896173,4.86931444788,23.0399760987,23.0399820656,23.040010807,23.0399972583,24.1786699539,23.0399988685,23.04,1.08168542588,0.0,15.6538067791,82.2222222222,0.0
11,24.7,0.0,521.045354959,7391.20858166,-7587.74558352,165.972215646,23.0496942731,23.0497588373,23.0494232364,23.0497826553,24.1634584484,23.0498974309,23.05,0.979355951889,0.0,15.4796162561,82.2222222222,0.0
12,24.675,0.0,521.045354959,7362.4714586,-8094.71582887,5.33163985086,23.050006467,23.0500060967,23.0500572637,23.0500207371,24.1482784902,23.049998926,23.05,1.07140990401,0.0,15.6680794139,82.2222222222,0.0
13,24.65,0.0,521.045354959,7315.99601862,-7512.73826941,165.508685813,23.0596984505,23.059762396,23.0594163973,23.0597855866,24.1401604693,23.0598992227,23.06,0.968323256246,0.0,15.4791743683,82.2222222222,0.0
14,24.625,0.0,521.045354959,7291.12018074,-8021.81050297,5.1354662332,23.059999187,23.0600001427,23.0600283019,23.060015366,24.130857284,23.0599989565,23.06,1.06033870199,0.0,15.6682861682,82.2222222222,0.0
15,24.6,0.0,521.045354959,7245.89563405,-7440.35228417,166.078545787,23.0697254894,23.0697841166,23.0694584025,23.0698059527,24.1274041276,23.0699008631,23.07,0.957694387113,0.0,15.4790738658,82.2222222222,0.0
16,24.575,0.0,521.045354959,7221.88943345,-7953.13462727,4.58197166735,23.0699938389,23.0699957611,23.0700066592,23.0700113841,24.1219306855,23.0699989849,23.07,1.0498997508,0.0,15.6688581565,82.2222222222,0.0
17,24.55,0.0,521.045354959,7204.64479222,-7701.54282904,0.0952265100576,23.0699994162,23.0699988987,23.0700301983,23.070013808,24.1181835786,23.0699854355,23.07,0.997752068298,0.0,15.5284785158,82.2222222222,0.0
18,24.525,0.0,521.045354959,7159.32262174,-7400.10162666,165.920939362,23.0797177481,23.0797782721,23.0794270044,23.079799614,24.1185418677,23.0799008297,23.08,0.958924325831,0.0,15.5400223026,82.2222222222,0.0
19,24.5,0.0,521.045354959,7137.17553259,-7868.15501137,4.60097515258,23.0799872456,23.0799905754,23.0799795519,23.0800065952,24.1161591651,23.0799989973,23.08,1.03518164311,0.0,15.6540035887,82.2222222222,0.0
20,24.475,0.0,521.045354959,7095.15999964,-7285.76585349,166.170796785,23.0897211712,23.0897820058,23.0894213659,23.0898025481,24.1181773465,23.0899044842,23.09,0.935580585108,0.0,15.4813932887,82.2222222222,0.0
